No,Tensile Strength,Warp/Weft Count,Yarn Height,Yarn Width,Thickness,Global density,Area_density(g/m^2),Filament Count,Weave,E1,E2,E3,Poisson's ratio 12,Poisson's ratio 21,Poisson's ratio 13,Poisson's ratio 31,Poisson's ratio 23,Poisson's ratio 32,Shear modulus 12,Shear modulus 13,Shear modulus 23
1596,0.49168,4.272333668,0.188852357,2.075695563,0.377704715,1.4881,346.20,6000,Plain,69.741,69.741,22.157,0.081601,0.081601,0.51974,0.16512,0.51974,0.16512,6.3468,6.3017,6.3017
1597,0.48258,4.916892134,0.206180585,1.901245940,0.412361170,1.5042,399.14,6000,Plain,73.119,73.119,24.09,0.082945,0.082945,0.51847,0.17082,0.51847,0.17082,7.0618,7.1656,7.1656
1598,0.49352,4.379832561,0.192649978,2.034778327,0.385299956,1.4896,355.01,6000,Plain,70.003,70.003,22.316,0.08159,0.08159,0.52009,0.1658,0.52009,0.1658,6.4083,6.3875,6.3875
1599,0.47933,3.706212056,0.206909552,1.894547623,0.413819104,1.4280,300.19,6000,Plain,55.095,55.095,16.508,0.077929,0.077929,0.5413,0.16219,0.5413,0.16219,4.4758,4.4645,4.4645
1600,0.48844,3.708914521,0.186101425,2.106378283,0.372202850,1.4536,300.30,6000,Plain,61.439,61.439,18.641,0.078961,0.078961,0.53053,0.16097,0.53053,0.16097,5.153,5.0814,5.0814
1601,0.48636,4.711086933,0.204786826,1.914185632,0.409573652,1.4933,382.23,6000,Plain,70.487,70.487,22.694,0.081373,0.081373,0.52197,0.16806,0.52197,0.16806,6.5648,6.6346,6.6346
1602,0.48316,4.096515255,0.206453119,1.898736151,0.412906237,1.4527,331.99,6000,Plain,60.775,60.775,18.491,0.078034,0.078034,0.53484,0.16272,0.53484,0.16272,5.127,5.1421,5.1421
1603,0.48908,3.748031296,0.194602522,2.014362380,0.389205045,1.4451,303.52,6000,Plain,59.283,59.283,17.886,0.078377,0.078377,0.53453,0.16127,0.53453,0.16127,4.9126,4.8694,4.8694
1604,0.48046,4.891262871,0.197953941,1.980258632,0.395907882,1.5151,396.95,6000,Plain,76.263,76.263,25.721,0.085554,0.085554,0.51174,0.17259,0.51174,0.17259,7.6238,7.6742,7.6742
1605,0.49222,4.021648790,0.195818024,2.001858627,0.391636047,1.4615,325.81,6000,Plain,63.105,63.105,19.328,0.078911,0.078911,0.53,0.16233,0.53,0.16233,5.3931,5.3664,5.3664
1606,0.48301,4.626218155,0.198744639,1.972380248,0.397489278,1.4967,375.21,6000,Plain,71.557,71.557,23.153,0.082216,0.082216,0.51909,0.16796,0.51909,0.16796,6.7125,6.7416,6.7416
1607,0.49174,4.588996978,0.205651252,1.906139627,0.411302503,1.4844,372.23,6000,Plain,68.297,68.297,21.646,0.08024,0.08024,0.5252,0.16645,0.5252,0.16645,6.2006,6.2605,6.2605
1608,0.49273,4.435508311,0.206512665,1.898188663,0.413025330,1.4737,359.68,6000,Plain,65.698,65.698,20.482,0.079178,0.079178,0.52882,0.16487,0.52882,0.16487,5.8009,5.848,5.848
1609,0.48780,4.626413651,0.197030710,1.989537571,0.394061420,1.4993,375.22,6000,Plain,72.266,72.266,23.495,0.082708,0.082708,0.51769,0.16831,0.51769,0.16831,6.8291,6.8489,6.8489
1610,0.49736,4.023347513,0.183453091,2.136786016,0.366906182,1.4791,325.87,6000,Plain,67.668,67.668,21.168,0.080855,0.080855,0.52174,0.16321,0.52174,0.16321,5.999,5.9216,5.9216
1611,0.49267,3.904891838,0.186810035,2.098388345,0.373620070,1.4660,316.24,6000,Plain,64.401,64.401,19.8,0.079597,0.079597,0.52677,0.16195,0.52677,0.16195,5.5402,5.4749,5.4749
1612,0.47564,4.843829327,0.197879472,1.981003875,0.395758943,1.5121,393.05,6000,Plain,75.499,75.499,25.275,0.084944,0.084944,0.51294,0.17172,0.51294,0.17172,7.4634,7.5085,7.5085
1613,0.49114,4.142136785,0.187183387,2.094202942,0.374366774,1.4817,335.57,6000,Plain,68.214,68.214,21.437,0.08095,0.08095,0.52161,0.16392,0.52161,0.16392,6.0963,6.0386,6.0386
1614,0.48618,4.495162247,0.184855431,2.120576047,0.369710863,1.5098,364.38,6000,Plain,75.377,75.377,25.012,0.085234,0.085234,0.51052,0.1694,0.51052,0.1694,7.3395,7.2791,7.2791
1615,0.48555,4.432543580,0.205346176,1.908971516,0.410692351,1.4751,359.42,6000,Plain,66.061,66.061,20.63,0.079356,0.079356,0.52809,0.16491,0.52809,0.16491,5.8493,5.8912,5.8912
1616,0.47954,3.672118959,0.198065510,1.979143167,0.396131019,1.4359,297.36,6000,Plain,57.088,57.088,17.137,0.078173,0.078173,0.53766,0.1614,0.53766,0.1614,4.671,4.6347,4.6347
1617,0.47603,4.924233888,0.208907013,1.876432941,0.417814025,1.5007,399.78,6000,Plain,72.125,72.125,23.604,0.082192,0.082192,0.52059,0.17037,0.52059,0.17037,6.8961,7.0163,7.0163
1618,0.49626,4.174868200,0.190370376,2.059143904,0.380740753,1.4792,338.26,6000,Plain,67.519,67.519,21.148,0.080535,0.080535,0.52315,0.16386,0.52315,0.16386,6.002,5.9602,5.9602
1619,0.48800,4.367584422,0.197868753,1.981111187,0.395737506,1.4812,354.05,6000,Plain,67.778,67.778,21.326,0.080341,0.080341,0.52424,0.16495,0.52424,0.16495,6.0753,6.0788,6.0788
1620,0.48784,4.112205204,0.197969559,1.980102409,0.395939117,1.4645,333.21,6000,Plain,63.77,63.77,19.607,0.078983,0.078983,0.52954,0.16282,0.52954,0.16282,5.4899,5.4763,5.4763
1621,0.48364,3.855540470,0.198471129,1.975098357,0.396942257,1.4473,312.29,6000,Plain,59.708,59.708,18.055,0.078259,0.078259,0.53465,0.16167,0.53465,0.16167,4.9724,4.9459,4.9459
1622,0.48494,4.360519230,0.202509516,1.935711510,0.405019031,1.4743,353.51,6000,Plain,65.979,65.979,20.568,0.079453,0.079453,0.52759,0.16447,0.52759,0.16447,5.8232,5.8463,5.8463
1623,0.46700,3.504305491,0.208446285,1.880580410,0.416892570,1.4139,283.76,6000,Plain,51.889,51.889,15.515,0.078419,0.078419,0.54485,0.16291,0.54485,0.16291,4.1585,4.1392,4.1392
1624,0.48932,4.425717370,0.196040372,1.999588129,0.392080743,1.4876,358.79,6000,Plain,69.407,69.407,22.065,0.081158,0.081158,0.52161,0.16582,0.52161,0.16582,6.3272,6.3262,6.3262
1625,0.49650,3.989967353,0.185776681,2.110060308,0.371553361,1.4734,323.17,6000,Plain,66.199,66.199,20.543,0.080206,0.080206,0.52417,0.16266,0.52417,0.16266,5.7897,5.722,5.722
1626,0.48932,4.290587153,0.202587777,1.934963723,0.405175555,1.4698,347.80,6000,Plain,64.895,64.895,20.105,0.079096,0.079096,0.52901,0.16389,0.52901,0.16389,5.6655,5.683,5.683
1627,0.48932,4.035904640,0.189847683,2.064813189,0.379695366,1.4706,326.93,6000,Plain,65.44,65.44,20.245,0.079796,0.079796,0.52589,0.1627,0.52589,0.1627,5.6942,5.6448,5.6448
1628,0.48423,4.862802726,0.207528190,1.888900005,0.415056381,1.4989,394.71,6000,Plain,71.738,71.738,23.376,0.082001,0.082001,0.52082,0.16971,0.52082,0.16971,6.8115,6.9151,6.9151
1629,0.48596,4.435040174,0.197651020,1.983293585,0.395302040,1.4859,359.56,6000,Plain,68.93,68.93,21.856,0.080864,0.080864,0.52261,0.1657,0.52261,0.1657,6.2577,6.2653,6.2653
1630,0.46783,3.523731864,0.205655709,1.906098318,0.411311417,1.4180,285.33,6000,Plain,52.862,52.862,15.802,0.078317,0.078317,0.54344,0.16245,0.54344,0.16245,4.2476,4.2231,4.2231
1631,0.46783,4.894155851,0.198140162,1.978397499,0.396280323,1.5150,397.19,6000,Plain,76.227,76.227,25.703,0.085521,0.085521,0.51184,0.17259,0.51184,0.17259,7.618,7.6699,7.6699
1632,0.48860,4.536345376,0.204677345,1.915209526,0.409354689,1.4825,367.91,6000,Plain,67.861,67.861,21.431,0.080088,0.080088,0.52557,0.16598,0.52557,0.16598,6.1244,6.1741,6.1741
2434,0.48825,2.761754738,0.232355296,3.374143024,0.464710591,1.5024,447.17,12000,Plain,73.978,73.978,24.079,0.084866,0.084866,0.50944,0.16582,0.50944,0.16582,6.9781,6.8008,6.8008
2435,0.48833,3.405969224,0.305677554,2.564794139,0.611355109,1.4843,552.99,12000,Plain,67.824,67.824,21.561,0.07957,0.07957,0.52835,0.16796,0.52835,0.16796,6.1944,6.3341,6.3341
2436,0.47527,2.518154384,0.289142172,2.711468872,0.578284345,1.4216,407.82,12000,Plain,53.703,53.703,16.058,0.078216,0.078216,0.54237,0.16218,0.54237,0.16218,4.3285,4.3031,4.3031
2437,0.47850,2.187709512,0.251032274,3.123104406,0.502064547,1.4216,354.00,12000,Plain,54.068,54.068,16.115,0.079062,0.079062,0.53859,0.16053,0.53859,0.16053,4.3279,4.2323,4.2323
2438,0.48794,2.072127175,0.217399385,3.606265946,0.434798771,1.4423,335.18,12000,Plain,59.144,59.144,17.743,0.079594,0.079594,0.52995,0.15899,0.52995,0.15899,4.8372,4.6834,4.6834
2439,0.48958,2.271616689,0.195391760,4.012451695,0.390783521,1.4955,367.47,12000,Plain,72.53,72.53,23.242,0.084571,0.084571,0.50897,0.1631,0.50897,0.1631,6.6642,6.4051,6.4051
2440,0.49245,2.609970984,0.231837744,3.381675419,0.463675488,1.4864,422.49,12000,Plain,69.851,69.851,22.054,0.082482,0.082482,0.51574,0.16283,0.51574,0.16283,6.2788,6.1142,6.1142
2441,0.48641,3.020446743,0.280201203,2.797989410,0.560402407,1.4746,489.62,12000,Plain,66.178,66.178,20.618,0.079709,0.079709,0.52644,0.16401,0.52644,0.16401,5.8329,5.8305,5.8305
2442,0.48786,2.766369149,0.277145504,2.828838961,0.554291008,1.4541,448.16,12000,Plain,61.365,61.365,18.656,0.07857,0.07857,0.5322,0.1618,0.5322,0.1618,5.1687,5.1369,5.1369
2443,0.48932,1.934171248,0.195181790,4.016768153,0.390363581,1.4518,312.80,12000,Plain,61.55,61.55,18.583,0.080243,0.080243,0.5255,0.15866,0.5255,0.15866,5.1033,4.9129,4.9129
2444,0.49484,2.174181858,0.196800683,3.983726011,0.393601366,1.4808,351.68,12000,Plain,68.728,68.728,21.474,0.082542,0.082542,0.51498,0.1609,0.51498,0.1609,6.0631,5.8324,5.8324
2445,0.46875,2.296767563,0.268665181,2.918130276,0.537330363,1.4174,371.76,12000,Plain,52.967,52.967,15.799,0.078853,0.078853,0.54124,0.16144,0.54124,0.16144,4.2349,4.1675,4.1675
2446,0.48815,2.541712954,0.246206227,3.184322381,0.492412455,1.4626,411.46,12000,Plain,63.81,63.81,19.51,0.079877,0.079877,0.52571,0.16074,0.52571,0.16074,5.4302,5.3156,5.3156
2447,0.48964,3.346493236,0.300201061,2.611583043,0.600402122,1.4843,543.17,12000,Plain,68.005,68.005,21.592,0.079823,0.079823,0.52714,0.16737,0.52714,0.16737,6.1962,6.3053,6.3053
2448,0.47774,3.741174677,0.313730840,2.498957386,0.627461680,1.5047,608.36,12000,Plain,72.384,72.384,24.027,0.081971,0.081971,0.52348,0.17376,0.52348,0.17376,7.086,7.346,7.346
2449,0.49416,2.084888675,0.196618610,3.987415030,0.393237220,1.4695,337.21,12000,Plain,65.888,65.888,20.264,0.081398,0.081398,0.51925,0.1597,0.51925,0.1597,5.6577,5.4445,5.4445
2450,0.48221,3.008443065,0.244815525,3.202411283,0.489631050,1.5129,487.42,12000,Plain,76.541,76.541,25.535,0.086465,0.086465,0.50664,0.16902,0.50664,0.16902,7.5033,7.3651,7.3651
2451,0.48569,3.345546990,0.302297789,2.593469184,0.604595578,1.4823,543.03,12000,Plain,67.456,67.456,21.355,0.079518,0.079518,0.52823,0.16722,0.52823,0.16722,6.117,6.2327,6.2327
2452,0.47765,3.469306525,0.299384880,2.618702718,0.598769761,1.4957,563.33,12000,Plain,70.762,70.762,22.94,0.081261,0.081261,0.52322,0.16962,0.52322,0.16962,6.6681,6.8003,6.8003
2453,0.48944,2.471663039,0.221123436,3.545531017,0.442246871,1.4843,399.99,12000,Plain,69.424,69.424,21.829,0.08248,0.08248,0.5155,0.16209,0.5155,0.16209,6.1952,6.0061,6.0061
2454,0.48403,3.552429294,0.313821592,2.498234733,0.627643183,1.4890,577.19,12000,Plain,68.657,68.657,22.059,0.079712,0.079712,0.52876,0.16989,0.52876,0.16989,6.3844,6.5883,6.5883
2455,0.49337,2.827325850,0.269811420,2.905733194,0.539622841,1.4668,458.05,12000,Plain,64.493,64.493,19.859,0.079471,0.079471,0.52731,0.16237,0.52731,0.16237,5.5649,5.5179,5.5179
2456,0.47008,3.805856849,0.316553362,2.476675641,0.633106723,1.5073,619.12,12000,Plain,72.881,72.881,24.366,0.0823,0.0823,0.52324,0.17494,0.52324,0.17494,7.2154,7.5078,7.5078
2457,0.49435,2.499636451,0.234831975,3.338557286,0.469663949,1.4707,404.58,12000,Plain,65.913,65.913,20.336,0.080762,0.080762,0.52176,0.16098,0.52176,0.16098,5.699,5.5535,5.5535
2458,0.45800,2.487234819,0.306720593,2.556072260,0.613441187,1.4064,402.88,12000,Plain,50.055,50.055,14.998,0.078605,0.078605,0.5479,0.16416,0.5479,0.16416,4.002,4.0007,4.0007
2459,0.47960,2.152180687,0.246497347,3.180561621,0.492994693,1.4220,348.23,12000,Plain,54.192,54.192,16.149,0.079135,0.079135,0.53813,0.16036,0.53813,0.16036,4.3369,4.2346,4.2346
2460,0.47843,1.917135419,0.220655903,3.553043404,0.441311806,1.4208,310.08,12000,Plain,54.06,54.06,16.091,0.079572,0.079572,0.53679,0.15977,0.53679,0.15977,4.3106,4.178,4.178
2461,0.48386,3.317846672,0.312307635,2.510345287,0.624615270,1.4710,538.60,12000,Plain,64.515,64.515,20.125,0.078122,0.078122,0.53369,0.16648,0.53369,0.16648,5.7069,5.8466,5.8466
2462,0.46481,2.325498118,0.278948347,2.810556182,0.557896693,1.4121,376.46,12000,Plain,51.646,51.646,15.418,0.078888,0.078888,0.54357,0.16227,0.54357,0.16227,4.1194,4.0683,4.0683
2463,0.48555,2.440021105,0.198438506,3.950846111,0.396877012,1.5126,394.79,12000,Plain,77.071,77.071,25.621,0.087667,0.087667,0.50177,0.1668,0.50177,0.1668,7.4922,7.2038,7.2038
2464,0.48572,2.920101390,0.303155231,2.586133831,0.606310463,1.4454,473.41,12000,Plain,58.875,58.875,17.837,0.07749,0.07749,0.5386,0.16318,0.5386,0.16318,4.9205,4.9639,4.9639
2465,0.49036,3.095425794,0.268640493,2.918398451,0.537280987,1.4935,501.77,12000,Plain,71.067,71.067,22.808,0.082261,0.082261,0.51802,0.16626,0.51802,0.16626,6.5745,6.5396,6.5396
2466,0.48238,2.755716768,0.299517955,2.617539237,0.599035911,1.4343,446.57,12000,Plain,56.419,56.419,16.965,0.077615,0.077615,0.54074,0.1626,0.54074,0.1626,4.6297,4.6445,4.6445
2467,0.48573,3.014243966,0.259067415,3.026239324,0.518134831,1.4963,488.45,12000,Plain,71.96,71.96,23.19,0.083012,0.083012,0.51546,0.16611,0.51546,0.16611,6.6957,6.6205,6.6205
2468,0.49474,2.171822962,0.216439508,3.622259200,0.432879017,1.4551,351.34,12000,Plain,62.232,62.232,18.854,0.08008,0.08008,0.52564,0.15925,0.52564,0.15925,5.1985,5.0314,5.0314
2469,0.47670,3.590899097,0.297409580,2.636095317,0.594819159,1.5082,583.33,12000,Plain,73.907,73.907,24.611,0.083384,0.083384,0.51826,0.17258,0.51826,0.17258,7.2597,7.4122,7.4122
2470,0.47660,2.720665602,0.304630181,2.573612363,0.609260362,1.4274,440.89,12000,Plain,54.782,54.782,16.439,0.077592,0.077592,0.54311,0.16298,0.54311,0.16298,4.4625,4.4827,4.4827
2471,0.47431,2.227212315,0.253277597,3.095417873,0.506555194,1.4236,360.42,12000,Plain,54.518,54.518,16.258,0.078967,0.078967,0.53822,0.1605,0.53822,0.1605,4.3739,4.2813,4.2813
2472,0.48666,2.614654686,0.258544769,3.032356841,0.517089539,1.4573,423.37,12000,Plain,62.392,62.392,18.99,0.079255,0.079255,0.52881,0.16095,0.52881,0.16095,5.2653,5.1821,5.1821
2473,0.48805,3.418019721,0.301155424,2.603306924,0.602310848,1.4896,554.92,12000,Plain,69.226,69.226,22.189,0.080375,0.080375,0.52567,0.16849,0.52567,0.16849,6.4067,6.5341,6.5341
2474,0.48924,3.200679768,0.304888216,2.571434246,0.609776432,1.4677,519.31,12000,Plain,63.952,63.952,19.826,0.078224,0.078224,0.53307,0.16526,0.53307,0.16526,5.5936,5.6881,5.6881
2475,0.49902,2.449326842,0.219510151,3.571588807,0.439020303,1.4837,396.36,12000,Plain,69.309,69.309,21.774,0.082454,0.082454,0.51555,0.16196,0.51555,0.16196,6.1754,5.9832,5.9832
2476,0.48788,3.196481710,0.299833427,2.614785172,0.599666855,1.4718,518.57,12000,Plain,65.05,65.05,20.257,0.078715,0.078715,0.53088,0.16532,0.53088,0.16532,5.734,5.8135,5.8135
2477,0.46105,3.892715185,0.315263721,2.486806908,0.630527443,1.5158,633.53,12000,Plain,74.968,74.968,25.596,0.08407,0.08407,0.51965,0.17742,0.51965,0.17742,7.6595,7.9765,7.9765
2478,0.48420,2.831613372,0.234938298,3.337046397,0.469876595,1.5067,458.55,12000,Plain,75.07,75.07,24.667,0.085565,0.085565,0.50796,0.16691,0.50796,0.16691,7.1863,7.0138,7.0138
2479,0.48359,3.104499541,0.267431263,2.931594429,0.534862526,1.4957,503.25,12000,Plain,71.644,71.644,23.087,0.082619,0.082619,0.51702,0.16661,0.51702,0.16661,6.6701,6.6312,6.6312
2480,0.49182,2.742882569,0.267868088,2.926813743,0.535736175,1.4606,444.28,12000,Plain,63.054,63.054,19.275,0.079154,0.079154,0.52897,0.1617,0.52897,0.1617,5.3673,5.3113,5.3113
2481,0.47409,2.379445306,0.270041557,2.903256846,0.540083115,1.4242,385.19,12000,Plain,54.494,54.494,16.272,0.0786,0.0786,0.53962,0.16113,0.53962,0.16113,4.3861,4.3224,4.3224
2482,0.48458,3.094495230,0.287541234,2.726565471,0.575082468,1.4742,501.77,12000,Plain,65.93,65.93,20.554,0.0794,0.0794,0.52783,0.16455,0.52783,0.16455,5.8198,5.8478,5.8478
2483,0.48026,3.186815797,0.259508277,3.021098239,0.519016555,1.5128,516.64,12000,Plain,76.233,76.233,25.476,0.085928,0.085928,0.50891,0.17007,0.50891,0.17007,7.5019,7.4328,7.4328
2484,0.49223,2.569793771,0.215032283,3.645964178,0.430064565,1.5039,415.90,12000,Plain,74.581,74.581,24.327,0.085588,0.085588,0.507,0.16538,0.507,0.16538,7.051,6.8204,6.8204
2485,0.48770,2.995471409,0.287880369,2.723353464,0.575760738,1.4651,485.60,12000,Plain,63.751,63.751,19.638,0.078736,0.078736,0.53066,0.16347,0.53066,0.16347,5.5086,5.5252,5.5252
2486,0.49543,2.634840970,0.232673293,3.369531536,0.465346587,1.4881,426.53,12000,Plain,70.273,70.273,22.253,0.08268,0.08268,0.51518,0.16314,0.51518,0.16314,6.3475,6.1838,6.1838
2487,0.47220,3.805728661,0.309288825,2.534847483,0.618577650,1.5145,619.00,12000,Plain,74.952,74.952,25.446,0.084069,0.084069,0.51866,0.17608,0.51866,0.17608,7.5893,7.8515,7.8515
2488,0.47907,3.200016886,0.266487753,2.941973845,0.532975507,1.5060,518.86,12000,Plain,74.275,74.275,24.451,0.084326,0.084326,0.51291,0.16885,0.51291,0.16885,7.1481,7.1113,7.1113
2489,0.48493,3.343465053,0.296935160,2.640307064,0.593870320,1.4872,542.63,12000,Plain,68.785,68.785,21.931,0.080284,0.080284,0.52554,0.16756,0.52554,0.16756,6.3094,6.4069,6.4069
2490,0.48555,2.242051240,0.231728229,3.383273607,0.463456457,1.4460,362.76,12000,Plain,59.944,59.944,18.038,0.079438,0.079438,0.52977,0.15942,0.52977,0.15942,4.938,4.8022,4.8022
2491,0.49975,2.167276332,0.205984120,3.806118641,0.411968241,1.4675,350.58,12000,Plain,65.326,65.326,20.046,0.081075,0.081075,0.52059,0.15975,0.52059,0.15975,5.5885,5.3915,5.3915
2492,0.49099,2.016184367,0.206475642,3.797058054,0.412951284,1.4482,326.10,12000,Plain,60.616,60.616,18.253,0.079936,0.079936,0.52735,0.1588,0.52735,0.1588,4.999,4.8257,4.8257
2493,0.48930,3.387278587,0.292479155,2.680532912,0.584958309,1.4954,549.78,12000,Plain,70.912,70.912,22.938,0.081533,0.081533,0.52184,0.1688,0.52184,0.1688,6.6551,6.7453,6.7453
2494,0.50075,2.139951523,0.191572579,4.092443736,0.383145158,1.4839,346.12,12000,Plain,69.549,69.549,21.833,0.082998,0.082998,0.51344,0.16118,0.51344,0.16118,6.1826,5.9387,5.9387
2495,0.46878,1.918225404,0.229434937,3.417090741,0.458869875,1.4125,310.27,12000,Plain,52.086,52.086,15.504,0.079742,0.079742,0.53967,0.16064,0.53967,0.16064,4.1288,4.0106,4.0106
2496,0.49483,1.931672136,0.192778875,4.066835644,0.385557750,1.4546,312.39,12000,Plain,62.242,62.242,18.837,0.080412,0.080412,0.5244,0.1587,0.5244,0.1587,5.1857,4.989,4.989
2497,0.47726,2.398952308,0.265663897,2.951097267,0.531327794,1.4297,388.34,12000,Plain,55.82,55.82,16.688,0.078588,0.078588,0.5377,0.16076,0.5377,0.16076,4.5174,4.4467,4.4467
2498,0.47981,3.020477181,0.310763430,2.522819368,0.621526860,1.4477,489.88,12000,Plain,59.236,59.236,18.005,0.077244,0.077244,0.53937,0.16394,0.53937,0.16394,4.9845,5.0604,5.0604
2499,0.48756,3.050193883,0.255925525,3.063391195,0.511851050,1.5035,494.30,12000,Plain,73.872,73.872,24.154,0.084293,0.084293,0.51216,0.16746,0.51216,0.16746,7.0291,6.9414,6.9414
2500,0.49169,2.468986134,0.224337894,3.494728362,0.448675787,1.4799,399.56,12000,Plain,68.291,68.291,21.33,0.0819,0.0819,0.51744,0.16162,0.51744,0.16162,6.0276,5.8505,5.8505
2501,0.49037,2.370837358,0.199353139,3.932719622,0.398706277,1.5024,383.57,12000,Plain,74.299,74.299,24.138,0.085641,0.085641,0.50637,0.16451,0.50637,0.16451,6.9756,6.7108,6.7108
2502,0.48488,3.590291435,0.316240832,2.479123256,0.632481663,1.4899,583.47,12000,Plain,68.778,68.778,22.151,0.0797,0.0797,0.52906,0.1704,0.52906,0.1704,6.4218,6.6448,6.6448
2503,0.48404,2.699816008,0.287899185,2.723175473,0.575798371,1.4387,437.38,12000,Plain,57.623,57.623,17.34,0.077947,0.077947,0.53795,0.16188,0.53795,0.16188,4.743,4.7295,4.7295
2504,0.47699,3.462886369,0.287713253,2.724935307,0.575426505,1.5070,562.15,12000,Plain,73.953,73.953,24.5,0.083619,0.083619,0.51657,0.17114,0.51657,0.17114,7.2007,7.2859,7.2859
2505,0.47104,2.165830899,0.252620517,3.103469227,0.505241034,1.4180,350.46,12000,Plain,53.224,53.224,15.859,0.079148,0.079148,0.53971,0.16082,0.53971,0.16082,4.2474,4.1549,4.1549
2506,0.46076,2.003265173,0.247937484,3.162087420,0.495874969,1.4054,324.09,12000,Plain,50.357,50.357,15.016,0.079855,0.079855,0.54273,0.16184,0.54273,0.16184,3.9822,3.8869,3.8869
2507,0.47097,2.355406635,0.278613894,2.813930020,0.557227788,1.4151,381.32,12000,Plain,52.33,52.33,15.62,0.078742,0.078742,0.54281,0.16203,0.54281,0.16203,4.1832,4.1327,4.1327
2508,0.48012,3.390388594,0.280629309,2.793721025,0.561258617,1.5081,550.17,12000,Plain,74.438,74.438,24.683,0.084125,0.084125,0.51471,0.17068,0.51471,0.17068,7.2533,7.2968,7.2968
2509,0.49227,3.064838870,0.270418097,2.899214254,0.540836193,1.4887,496.79,12000,Plain,69.826,69.826,22.218,0.081554,0.081554,0.52006,0.16548,0.52006,0.16548,6.3718,6.3413,6.3413
2510,0.48241,1.902668902,0.209627495,3.739967407,0.419254991,1.4307,307.72,12000,Plain,56.422,56.422,16.828,0.079588,0.079588,0.5332,0.15903,0.5332,0.15903,4.5413,4.3894,4.3894
2511,0.48560,3.082645381,0.307533388,2.549316693,0.615066776,1.4555,500.01,12000,Plain,61.082,61.082,18.686,0.077547,0.077547,0.53684,0.16422,0.53684,0.16422,5.2096,5.2891,5.2891
2512,0.49672,2.307794830,0.220389930,3.557331317,0.440779860,1.4662,373.40,12000,Plain,64.931,64.931,19.907,0.080716,0.080716,0.52207,0.16006,0.52207,0.16006,5.5481,5.3765,5.3765
2513,0.49661,2.411939881,0.212968256,3.681299807,0.425936512,1.4880,390.27,12000,Plain,70.442,70.442,22.279,0.083132,0.083132,0.51335,0.16236,0.51335,0.16236,6.3437,6.1318,6.1318
2514,0.48695,2.291092218,0.231673405,3.384074231,0.463346810,1.4515,370.72,12000,Plain,61.251,61.251,18.51,0.079627,0.079627,0.52801,0.15956,0.52801,0.15956,5.0919,4.9525,4.9525
2515,0.49127,3.110806362,0.296012001,2.648541269,0.592024002,1.4678,504.52,12000,Plain,64.218,64.218,19.878,0.078596,0.078596,0.5313,0.16446,0.5313,0.16446,5.5995,5.6541,5.6541
2516,0.48661,2.385436640,0.245596463,3.192228384,0.491192926,1.4470,386.07,12000,Plain,60.076,60.076,18.105,0.079178,0.079178,0.53066,0.15992,0.53066,0.15992,4.9662,4.8549,4.8549
2517,0.49663,2.209024922,0.215200210,3.643119125,0.430400420,1.4610,357.37,12000,Plain,63.671,63.671,19.401,0.080442,0.080442,0.52353,0.15952,0.52353,0.15952,5.3782,5.2031,5.2031
2518,0.48883,2.908997016,0.279549884,2.804508411,0.559099767,1.4650,471.42,12000,Plain,63.899,63.899,19.658,0.079029,0.079029,0.52932,0.16284,0.52932,0.16284,5.5065,5.4918,5.4918
2519,0.47718,3.163843777,0.253844295,3.088507465,0.507688590,1.5175,512.85,12000,Plain,77.591,77.591,26.212,0.08714,0.08714,0.506,0.17094,0.506,0.17094,7.7564,7.6591,7.6591
2520,0.49636,2.550077757,0.220560093,3.554586826,0.441120186,1.4941,412.72,12000,Plain,71.937,71.937,23.01,0.083822,0.083822,0.51161,0.16365,0.51161,0.16365,6.5989,6.3967,6.3967
2521,0.49180,3.046214017,0.284821701,2.752599250,0.569643402,1.4725,493.86,12000,Plain,65.573,65.573,20.384,0.079364,0.079364,0.52789,0.1641,0.52789,0.1641,5.7583,5.7724,5.7724
2522,0.48325,3.459090331,0.284239177,2.758240465,0.568478354,1.5104,561.49,12000,Plain,74.922,74.922,25.001,0.084409,0.084409,0.51452,0.17169,0.51452,0.17169,7.3733,7.4431,7.4431
2523,0.46026,2.438689140,0.299654236,2.616348794,0.599308473,1.4071,394.95,12000,Plain,50.302,50.302,15.057,0.078726,0.078726,0.54691,0.1637,0.54691,0.1637,4.0165,4.0012,4.0012
2524,0.46777,2.016895188,0.245697522,3.190915375,0.491395044,1.4087,326.29,12000,Plain,51.123,51.123,15.233,0.079694,0.079694,0.54171,0.16142,0.54171,0.16142,4.049,3.95,3.95
2525,0.47046,2.662058836,0.302409199,2.592513730,0.604818398,1.4241,431.32,12000,Plain,54.076,54.076,16.206,0.07776,0.07776,0.54354,0.1629,0.54354,0.1629,4.3853,4.395,4.395
2526,0.48511,3.213519985,0.275418505,2.846577064,0.550837010,1.4973,521.14,12000,Plain,71.868,71.868,23.262,0.082548,0.082548,0.5178,0.1676,0.5178,0.1676,6.7424,6.7432,6.7432
2527,0.47109,2.322409597,0.265534635,2.952533852,0.531069271,1.4225,375.91,12000,Plain,54.148,54.148,16.157,0.078746,0.078746,0.53963,0.16102,0.53963,0.16102,4.3474,4.2752,4.2752
2528,0.48855,3.234214911,0.308136885,2.544323763,0.616273771,1.4677,524.84,12000,Plain,63.863,63.863,19.813,0.078086,0.078086,0.53373,0.16558,0.53373,0.16558,5.5935,5.7035,5.7035
